name,venue,date,country,event,sex,round,url
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/preliminary-round/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/heats/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/semi-final/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres/final/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/preliminary-round/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/heats/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/semi-final/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres,men,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/100-metres/final/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres-hurdles/preliminary-round/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres-hurdles/heats/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres-hurdles/semi-final/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,100-metres-hurdles,women,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/women/100-metres-hurdles/final/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/110-metres-hurdles/preliminary-round/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/110-metres-hurdles/heats/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/110-metres-hurdles/semi-final/result
The XXXII Olympic Games (Athletics),"Olympic Stadium, Tokyo",30 JUL 2021 - 08 AUG 2021,JPN,110-metres-hurdles,men,final,https://www.worldathletics.org/results/olympic-games/2021/the-xxxii-olympic-games-athletics-6568/men/110-metres-hurdles/final/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/women/100-metres/preliminary-round/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres,women,heats,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/women/100-metres/heats/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/women/100-metres/semi-final/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/women/100-metres/final/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/men/100-metres/preliminary-round/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/men/100-metres/heats/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/men/100-metres/semi-final/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres,men,final,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/men/100-metres/final/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/women/100-metres-hurdles/preliminary-round/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/women/100-metres-hurdles/heats/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/women/100-metres-hurdles/semi-final/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,100-metres-hurdles,women,final,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/women/100-metres-hurdles/final/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/men/110-metres-hurdles/preliminary-round/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/men/110-metres-hurdles/heats/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/men/110-metres-hurdles/semi-final/result
The XXXI Olympic Games,Rio de Janeiro (Estádio Olímpico),05 AUG 2016 - 21 AUG 2016,BRA,110-metres-hurdles,men,final,https://www.worldathletics.org/results/olympic-games/2016/the-xxxi-olympic-games-5771/men/110-metres-hurdles/final/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/women/100-metres/preliminary-round/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres,women,heats,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/women/100-metres/heats/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/women/100-metres/semi-final/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/women/100-metres/final/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/men/100-metres/preliminary-round/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/men/100-metres/heats/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/men/100-metres/semi-final/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres,men,final,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/men/100-metres/final/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/women/100-metres-hurdles/preliminary-round/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/women/100-metres-hurdles/heats/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/women/100-metres-hurdles/semi-final/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,100-metres-hurdles,women,final,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/women/100-metres-hurdles/final/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/men/110-metres-hurdles/preliminary-round/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/men/110-metres-hurdles/heats/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/men/110-metres-hurdles/semi-final/result
The XXX Olympic Games,London (Olympic Stadium),27 JUL 2012 - 12 AUG 2012,GBR,110-metres-hurdles,men,final,https://www.worldathletics.org/results/olympic-games/2012/the-xxx-olympic-games-4871/men/110-metres-hurdles/final/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/women/100-metres/preliminary-round/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres,women,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/women/100-metres/heats/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/women/100-metres/semi-final/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/women/100-metres/final/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/100-metres/preliminary-round/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/100-metres/heats/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/100-metres/semi-final/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres,men,final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/100-metres/final/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/women/100-metres-hurdles/preliminary-round/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/women/100-metres-hurdles/heats/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/women/100-metres-hurdles/semi-final/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,100-metres-hurdles,women,final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/women/100-metres-hurdles/final/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/110-metres-hurdles/preliminary-round/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/110-metres-hurdles/heats/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/110-metres-hurdles/semi-final/result
The XXIX Olympic Games,Beijing (National Stadium),08 AUG 2008 - 24 AUG 2008,CHN,110-metres-hurdles,men,final,https://www.worldathletics.org/results/olympic-games/2008/the-xxix-olympic-games-3659/men/110-metres-hurdles/final/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/women/100-metres/preliminary-round/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres,women,heats,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/women/100-metres/heats/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/women/100-metres/semi-final/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/women/100-metres/final/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/men/100-metres/preliminary-round/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/men/100-metres/heats/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/men/100-metres/semi-final/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres,men,final,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/men/100-metres/final/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/women/100-metres-hurdles/preliminary-round/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/women/100-metres-hurdles/heats/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/women/100-metres-hurdles/semi-final/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,100-metres-hurdles,women,final,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/women/100-metres-hurdles/final/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/men/110-metres-hurdles/preliminary-round/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/men/110-metres-hurdles/heats/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/men/110-metres-hurdles/semi-final/result
28th Olympic Games,Athína (Olympic Stadium),20 AUG 2004 - 29 AUG 2004,GRE,110-metres-hurdles,men,final,https://www.worldathletics.org/results/olympic-games/2004/28th-olympic-games-3201/men/110-metres-hurdles/final/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/women/100-metres/preliminary-round/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres,women,heats,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/women/100-metres/heats/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres,women,semi-final,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/women/100-metres/semi-final/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres,women,final,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/women/100-metres/final/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/men/100-metres/preliminary-round/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres,men,heats,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/men/100-metres/heats/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres,men,semi-final,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/men/100-metres/semi-final/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres,men,final,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/men/100-metres/final/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/women/100-metres-hurdles/preliminary-round/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/women/100-metres-hurdles/heats/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/women/100-metres-hurdles/semi-final/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,100-metres-hurdles,women,final,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/women/100-metres-hurdles/final/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/men/110-metres-hurdles/preliminary-round/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/men/110-metres-hurdles/heats/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/men/110-metres-hurdles/semi-final/result
27th Olympic Games,Sydney (Olympic Stadium),22 SEP 2000 - 01 OCT 2000,AUS,110-metres-hurdles,men,final,https://www.worldathletics.org/results/olympic-games/2000/27th-olympic-games-2363/men/110-metres-hurdles/final/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/women/100-metres/preliminary-round/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/women/100-metres/heats/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/women/100-metres/semi-final/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/women/100-metres/final/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/men/100-metres/preliminary-round/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/men/100-metres/heats/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/men/100-metres/semi-final/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/men/100-metres/final/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/women/100-metres-hurdles/preliminary-round/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/women/100-metres-hurdles/heats/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/women/100-metres-hurdles/semi-final/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/women/100-metres-hurdles/final/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/men/110-metres-hurdles/preliminary-round/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/men/110-metres-hurdles/heats/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/men/110-metres-hurdles/semi-final/result
"World Athletics Championships, Oregon 2022",Oregon,15 JUL 2022 - 24 JUL 2022,USA,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/2022/world-athletics-championships-oregon-2022-6266/men/110-metres-hurdles/final/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/women/100-metres/preliminary-round/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/women/100-metres/heats/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/women/100-metres/semi-final/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/women/100-metres/final/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/men/100-metres/preliminary-round/result
"IAAF World Athletics Championships, DOHA 2019",Doha,27 SEP 2019 - 06 OCT 2019,QAT,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/2019/iaaf-world-athletics-championships-doha-2019-6033/men/100-metres/heats/result
