name,venue,date,country,event,sex,round,url
2nd IAAF World Championships in Athletics,Roma (Stadio Olimpico),28 AUG 1987 - 06 SEP 1987,ITA,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1987/2nd-iaaf-world-championships-in-athletics-4/women/100-metres-hurdles/preliminary-round/result
2nd IAAF World Championships in Athletics,Roma (Stadio Olimpico),28 AUG 1987 - 06 SEP 1987,ITA,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1987/2nd-iaaf-world-championships-in-athletics-4/women/100-metres-hurdles/heats/result
2nd IAAF World Championships in Athletics,Roma (Stadio Olimpico),28 AUG 1987 - 06 SEP 1987,ITA,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1987/2nd-iaaf-world-championships-in-athletics-4/women/100-metres-hurdles/semi-final/result
2nd IAAF World Championships in Athletics,Roma (Stadio Olimpico),28 AUG 1987 - 06 SEP 1987,ITA,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/1987/2nd-iaaf-world-championships-in-athletics-4/women/100-metres-hurdles/final/result
2nd IAAF World Championships in Athletics,Roma (Stadio Olimpico),28 AUG 1987 - 06 SEP 1987,ITA,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1987/2nd-iaaf-world-championships-in-athletics-4/men/110-metres-hurdles/preliminary-round/result
2nd IAAF World Championships in Athletics,Roma (Stadio Olimpico),28 AUG 1987 - 06 SEP 1987,ITA,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1987/2nd-iaaf-world-championships-in-athletics-4/men/110-metres-hurdles/heats/result
2nd IAAF World Championships in Athletics,Roma (Stadio Olimpico),28 AUG 1987 - 06 SEP 1987,ITA,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1987/2nd-iaaf-world-championships-in-athletics-4/men/110-metres-hurdles/semi-final/result
2nd IAAF World Championships in Athletics,Roma (Stadio Olimpico),28 AUG 1987 - 06 SEP 1987,ITA,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/1987/2nd-iaaf-world-championships-in-athletics-4/men/110-metres-hurdles/final/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/women/100-metres/preliminary-round/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/women/100-metres/heats/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/women/100-metres/semi-final/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/women/100-metres/final/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/men/100-metres/preliminary-round/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/men/100-metres/heats/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/men/100-metres/semi-final/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/men/100-metres/final/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/women/100-metres-hurdles/preliminary-round/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/women/100-metres-hurdles/heats/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/women/100-metres-hurdles/semi-final/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/women/100-metres-hurdles/final/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/men/110-metres-hurdles/preliminary-round/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/men/110-metres-hurdles/heats/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/men/110-metres-hurdles/semi-final/result
1st IAAF World Championships in Athletics,Helsinki (Olympic Stadium),07 AUG 1983 - 14 AUG 1983,FIN,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/1983/1st-iaaf-world-championships-in-athletics-3/men/110-metres-hurdles/final/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/women/100-metres/preliminary-round/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/women/100-metres/heats/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/women/100-metres/semi-final/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/women/100-metres/final/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/men/100-metres/preliminary-round/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/men/100-metres/heats/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/men/100-metres/semi-final/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/men/100-metres/final/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/women/100-metres-hurdles/preliminary-round/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/women/100-metres-hurdles/heats/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/women/100-metres-hurdles/semi-final/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/women/100-metres-hurdles/final/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/men/110-metres-hurdles/preliminary-round/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/men/110-metres-hurdles/heats/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/men/110-metres-hurdles/semi-final/result
IAAF World Championships in Athletics,Sittard (De Baandert),14 AUG 1980 - 16 AUG 1980,NED,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/1980/iaaf-world-championships-in-athletics-2/men/110-metres-hurdles/final/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/women/100-metres/preliminary-round/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/women/100-metres/heats/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/women/100-metres/semi-final/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres,women,final,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/women/100-metres/final/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/men/100-metres/preliminary-round/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/men/100-metres/heats/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/men/100-metres/semi-final/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres,men,final,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/men/100-metres/final/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres-hurdles,women,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/women/100-metres-hurdles/preliminary-round/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres-hurdles,women,heats,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/women/100-metres-hurdles/heats/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres-hurdles,women,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/women/100-metres-hurdles/semi-final/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,100-metres-hurdles,women,final,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/women/100-metres-hurdles/final/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,110-metres-hurdles,men,preliminary-round,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/men/110-metres-hurdles/preliminary-round/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,110-metres-hurdles,men,heats,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/men/110-metres-hurdles/heats/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,110-metres-hurdles,men,semi-final,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/men/110-metres-hurdles/semi-final/result
IAAF World Championships in Athletics,Malmö,18 SEP 1976,SWE,110-metres-hurdles,men,final,https://www.worldathletics.org/results/world-athletics-championships/1976/iaaf-world-championships-in-athletics-6/men/110-metres-hurdles/final/result
