name,type,year,venue,date_from,date_to,athlete,bib,country,sex,discipline,round,reaction_time,time,time_string,pos
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Deji Aliu,,NGR,M,100-metres,heats,0.191,10.39,10.39 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Nicolas Macrozonaris,,CAN,M,100-metres,heats,0.153,10.4,10.40 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Gennadiy Chernovol,,KAZ,M,100-metres,heats,0.145,10.43,10.43 Q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Souhalia Alamou,,BEN,M,100-metres,heats,0.167,10.48,10.48,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Christie Van Wyk,,NAM,M,100-metres,heats,0.148,10.49,10.49,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Daniel Bailey,,ANT,M,100-metres,heats,0.154,10.51,10.51,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Gian Nicola Berardi,,SMR,M,100-metres,heats,0.143,10.76,10.76,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Carlos Abaunza,,NCA,M,100-metres,heats,0.173,11.17,11.17,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Kim COLLINS,,SKN,M,100-metres,heats,0.154,10.11,10.11 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Michael FRATER,,JAM,M,100-metres,heats,0.161,10.2,10.20 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Niconnor Alexander,,TTO,M,100-metres,heats,0.139,10.22,10.22 Q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Simone Collio,,ITA,M,100-metres,heats,0.151,10.27,10.27 q,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Eddy De Lepine,,FRA,M,100-metres,heats,0.192,10.27,10.27 q SB,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Xavier James,,BER,M,100-metres,heats,0.147,10.4,10.40,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Sébastien Gattuso,,MON,M,100-metres,heats,0.152,10.58,10.58 =NR,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Wilfried Bingangoye,,GAB,M,100-metres,heats,0.206,10.76,10.76 PB,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Shawn Crawford,,USA,M,100-metres,semi-final,0.173,10.07,10.07 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Justin Gatlin,,USA,M,100-metres,semi-final,0.191,10.09,10.09 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Aziz Zakari,,GHA,M,100-metres,semi-final,0.155,10.11,10.11 Q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Obadele Thompson,,BAR,M,100-metres,semi-final,0.16,10.22,10.22 Q,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Mark Lewis-Francis,,GBR,M,100-metres,semi-final,0.163,10.28,10.28,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Michael Frater,,JAM,M,100-metres,semi-final,0.146,10.29,10.29,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Ronald Pognon,,FRA,M,100-metres,semi-final,0.144,10.32,10.32,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Uchenna Emedolu,,NGR,M,100-metres,semi-final,0.188,10.35,10.35,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Asafa Powell,,JAM,M,100-metres,semi-final,0.158,9.95,9.95 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Francis Obikwelu,,POR,M,100-metres,semi-final,0.181,9.97,9.97 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Maurice Greene,,USA,M,100-metres,semi-final,0.125,9.97,9.97 Q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Kim Collins,,SKN,M,100-metres,semi-final,0.15,10.02,10.02 Q SB,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Jason Gardener,,GBR,M,100-metres,semi-final,0.147,10.12,10.12 SB,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Leonard Myles-Mills,,GHA,M,100-metres,semi-final,0.139,10.22,10.22,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Dwight Thomas,,JAM,M,100-metres,semi-final,0.156,10.28,10.28,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Vicente de Lima,,BRA,M,100-metres,semi-final,0.163,10.28,10.28,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Justin Gatlin,,USA,M,100-metres,final,0.188,9.85,9.85 PB,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Francis Obikwelu,,POR,M,100-metres,final,0.163,9.86,9.86 AR,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Maurice Greene,,USA,M,100-metres,final,0.151,9.87,9.87 SB,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Shawn Crawford,,USA,M,100-metres,final,0.161,9.89,9.89,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Asafa Powell,,JAM,M,100-metres,final,0.166,9.94,9.94,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Kim Collins,,SKN,M,100-metres,final,0.175,10.0,10.00 SB,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Obadele Thompson,,BAR,M,100-metres,final,0.164,10.1,10.10,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Aziz Zakari,,GHA,M,100-metres,final,0.178,,DNF,
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Melissa Morrison-Howard,,USA,F,100-metres-hurdles,heats,0.154,12.76,12.76 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Delloreen ENNIS,,JAM,F,100-metres-hurdles,heats,0.157,12.77,12.77 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Nadine Faustin-Parker,,HAI,F,100-metres-hurdles,heats,0.191,12.94,12.94 q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Aliuska López,,ESP,F,100-metres-hurdles,heats,0.21,13.21,13.21,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Anay Tejeda,,CUB,F,100-metres-hurdles,heats,0.157,13.24,13.24,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Juliane Sprenger-Afflerbach,,GER,F,100-metres-hurdles,heats,0.202,13.28,13.28,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Irina Lenskiy,,ISR,F,100-metres-hurdles,heats,0.248,13.75,13.75,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Céline Laporte,,SEY,F,100-metres-hurdles,heats,0.172,13.92,13.92,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Brigitte Foster-Hylton,,JAM,F,100-metres-hurdles,heats,0.154,12.83,12.83 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Glory Alozie,,ESP,F,100-metres-hurdles,heats,0.279,12.92,12.92 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Angela Whyte,,CAN,F,100-metres-hurdles,heats,0.245,13.01,13.01 q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Linda Ferga-Khodadin,,FRA,F,100-metres-hurdles,heats,0.279,13.02,13.02,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Jenny Kallur,,SWE,F,100-metres-hurdles,heats,0.233,13.11,13.11,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Nadine Hentschke,,GER,F,100-metres-hurdles,heats,0.176,13.36,13.36,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Rosa Rakotozafy,,MAD,F,100-metres-hurdles,heats,0.179,13.67,13.67,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Trecia Roberts,,THA,F,100-metres-hurdles,heats,0.252,13.8,13.80,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Mariya Koroteyeva,,RUS,F,100-metres-hurdles,heats,0.194,12.72,12.72 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Perdita Felicien,,CAN,F,100-metres-hurdles,heats,0.173,12.73,12.73 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Lacena Golding-Clarke,,JAM,F,100-metres-hurdles,heats,0.165,12.86,12.86 q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Susanna Kallur,,SWE,F,100-metres-hurdles,heats,0.242,12.89,12.89 q SB,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Flóra Redoúmi,,GRE,F,100-metres-hurdles,heats,0.184,13.14,13.14,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Maíla Machado,,BRA,F,100-metres-hurdles,heats,0.226,13.35,13.35,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Yiping Su,,CHN,F,100-metres-hurdles,heats,0.23,13.53,13.53,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Joanna Hayes,,USA,F,100-metres-hurdles,heats,0.175,12.71,12.71 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Natalia Rusakova,,RUS,F,100-metres-hurdles,heats,0.201,12.9,12.90 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Aurelia Trywianska-Kollasch,,POL,F,100-metres-hurdles,heats,0.184,13.01,13.01,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Nicole Ramalalanirina,,FRA,F,100-metres-hurdles,heats,0.185,13.07,13.07,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Priscilla SCHLIEP,,CAN,F,100-metres-hurdles,heats,0.205,13.08,13.08,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Sarah Claxton,,GBR,F,100-metres-hurdles,heats,0.241,13.14,13.14,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Derval O'Rourke,,IRL,F,100-metres-hurdles,heats,0.198,13.46,13.46,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Maria-Joelle Conjungo,,CAF,F,100-metres-hurdles,heats,0.183,14.24,14.24,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Reïna-Flor Okori,,FRA,F,100-metres-hurdles,heats,0.186,12.81,12.81 Q PB,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Irina Shevchenko,,RUS,F,100-metres-hurdles,heats,0.18,12.82,12.82 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Olena Krasovska,,UKR,F,100-metres-hurdles,heats,0.201,12.84,12.84 q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Kirsten Bolm,,GER,F,100-metres-hurdles,heats,0.17,12.85,12.85 q,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Lucie Škrobáková,,CZE,F,100-metres-hurdles,heats,0.189,13.51,13.51,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Gail Devers,,USA,F,100-metres-hurdles,heats,0.17,,DNF,
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Perdita Felicien,,CAN,F,100-metres-hurdles,semi-final,0.171,12.49,12.49 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Melissa Morrison-Howard,,USA,F,100-metres-hurdles,semi-final,0.156,12.53,12.53 Q =PB,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Olena Krasovska,,UKR,F,100-metres-hurdles,semi-final,0.145,12.58,12.58 Q PB,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Mariya Koroteyeva,,RUS,F,100-metres-hurdles,semi-final,0.166,12.6,12.60 Q PB,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Delloreen ENNIS,,JAM,F,100-metres-hurdles,semi-final,0.167,12.6,12.60,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Glory Alozie,,ESP,F,100-metres-hurdles,semi-final,0.165,12.62,12.62,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Susanna Kallur,,SWE,F,100-metres-hurdles,semi-final,0.173,12.67,12.67 PB,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Nadine Faustin-Parker,,HAI,F,100-metres-hurdles,semi-final,0.17,12.74,12.74 NR,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Joanna Hayes,,USA,F,100-metres-hurdles,semi-final,0.19,12.48,12.48 Q PB,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Irina Shevchenko,,RUS,F,100-metres-hurdles,semi-final,0.16,12.67,12.67 Q =PB,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Lacena Golding-Clarke,,JAM,F,100-metres-hurdles,semi-final,0.153,12.69,12.69 Q =PB,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Natalia Rusakova,,RUS,F,100-metres-hurdles,semi-final,0.178,12.76,12.76,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Reïna-Flor Okori,,FRA,F,100-metres-hurdles,semi-final,0.187,12.81,12.81 =PB,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Angela Whyte,,CAN,F,100-metres-hurdles,semi-final,0.117,12.69,12.69 Q PB,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Kirsten Bolm,,GER,F,100-metres-hurdles,semi-final,0.194,,DNF,
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Joanna Hayes,,USA,F,100-metres-hurdles,final,0.169,12.37,12.37 OR,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Olena Krasovska,,UKR,F,100-metres-hurdles,final,0.151,12.45,12.45 PB,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Melissa Morrison-Howard,,USA,F,100-metres-hurdles,final,0.145,12.56,12.56,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Mariya Koroteyeva,,RUS,F,100-metres-hurdles,final,0.195,12.72,12.72,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Lacena Golding-Clarke,,JAM,F,100-metres-hurdles,final,0.149,12.73,12.73,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Angela Whyte,,CAN,F,100-metres-hurdles,final,0.155,12.81,12.81,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Perdita Felicien,,CAN,F,100-metres-hurdles,final,0.167,,DNF,
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Irina Shevchenko,,RUS,F,100-metres-hurdles,final,0.155,,DNF,
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Ladji Doucouré,,FRA,M,110-metres-hurdles,heats,0.205,13.18,13.18 Q NR,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Stanislavs Olijars,,LAT,M,110-metres-hurdles,heats,0.154,13.27,13.27 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Satoru Tanigawa,,JPN,M,110-metres-hurdles,heats,0.128,13.39,13.39 Q NR,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Márcio Simão de Souza,,BRA,M,110-metres-hurdles,heats,0.162,13.43,13.43 Q SB,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Joseph-Berlioz Randriamihaja,,MAD,M,110-metres-hurdles,heats,0.168,13.46,13.46 q NR,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Felipe Vivancos,,ESP,M,110-metres-hurdles,heats,0.113,13.47,13.47 q PB,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Jerome Crews,,GER,M,110-metres-hurdles,heats,0.178,13.83,13.83,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Nenad Loncar,,SCG,M,110-metres-hurdles,heats,0.157,14.02,14.02,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Dudley Dorival,,HAI,M,110-metres-hurdles,heats,0.169,13.39,13.39 Q SB,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Yoel Hernández,,CUB,M,110-metres-hurdles,heats,0.176,13.41,13.41 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Chris Pinnock,,JAM,M,110-metres-hurdles,heats,0.192,13.42,13.42 Q SB,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Todd Matthews-Jouda,,SUD,M,110-metres-hurdles,heats,0.17,13.47,13.47 Q NR,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Terrence Trammell,,USA,M,110-metres-hurdles,heats,0.185,13.51,13.51 q,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Shaun Bownes,,RSA,M,110-metres-hurdles,heats,0.164,13.52,13.52 q,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Damjan Zlatnar,,SLO,M,110-metres-hurdles,heats,0.132,13.66,13.66 q =NR,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Jurica Grabušic,,CRO,M,110-metres-hurdles,heats,0.166,13.87,13.87,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Xiang Liu,,CHN,M,110-metres-hurdles,heats,0.128,13.27,13.27 Q,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Charles Allen,,CAN,M,110-metres-hurdles,heats,0.149,13.35,13.35 Q PB,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Robert Kronberg,,SWE,M,110-metres-hurdles,heats,0.179,13.47,13.47 Q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Igor Peremota,,RUS,M,110-metres-hurdles,heats,0.142,13.54,13.54 Q,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Masato Naito,,JPN,M,110-metres-hurdles,heats,0.162,13.56,13.56 q SB,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Serhiy Demydyuk,,UKR,M,110-metres-hurdles,heats,0.163,13.8,13.80,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Taeyong Park,,KOR,M,110-metres-hurdles,heats,0.179,13.96,13.96,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Luís Sá,,POR,M,110-metres-hurdles,heats,0.177,14.01,14.01,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Paulo Villar,,COL,M,110-metres-hurdles,heats,0.193,13.44,13.44 Q NR,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Mateus Facho Inocêncio,,BRA,M,110-metres-hurdles,heats,0.157,13.45,13.45 Q =SB,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Allen Johnson,,USA,M,110-metres-hurdles,heats,0.176,13.45,13.45 Q,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Yevgeniy Pechonkin,,RUS,M,110-metres-hurdles,heats,0.15,13.64,13.64 Q,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Gregory Sedoc,,NED,M,110-metres-hurdles,heats,0.186,13.65,13.65 q,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Dongpeng Shi,,CHN,M,110-metres-hurdles,heats,0.156,13.68,13.68,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Robert Newton,,GBR,M,110-metres-hurdles,heats,0.176,13.85,13.85,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Edy Jakariya,,INA,M,110-metres-hurdles,heats,0.188,14.11,14.11 NR,8.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Anier García,,CUB,M,110-metres-hurdles,heats,0.158,13.24,13.24 Q SB,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Mike Fenner,,GER,M,110-metres-hurdles,heats,0.16,13.53,13.53 Q SB,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Stephen Jones,,BAR,M,110-metres-hurdles,heats,0.184,13.56,13.56 Q NR,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Sergey Chepiga,,RUS,M,110-metres-hurdles,heats,0.16,13.59,13.59 q,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,David Ilariani,,GEO,M,110-metres-hurdles,heats,0.168,13.72,13.72,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Levente Csillag,,HUN,M,110-metres-hurdles,heats,0.148,13.74,13.74,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Andrew Turner,,GBR,M,110-metres-hurdles,heats,0.155,13.75,13.75,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Duane Ross,,USA,M,110-metres-hurdles,heats,0.162,,DQ,
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Maurice Wignall,,JAM,M,110-metres-hurdles,heats,0.16,13.3,13.30 Q =SB,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Richard Phillips,,JAM,M,110-metres-hurdles,heats,0.138,13.39,13.39 Q PB,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Jackson Quiñónez,,ECU,M,110-metres-hurdles,heats,0.167,13.44,13.44 Q NR,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Yuniel Hernández,,CUB,M,110-metres-hurdles,heats,0.151,13.48,13.48 Q =SB,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Sultan Tucker,,LBR,M,110-metres-hurdles,heats,0.181,13.76,13.76,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Tarmo Jallai,,EST,M,110-metres-hurdles,heats,0.15,13.77,13.77,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Mubarak Ata Mubarak,,KSA,M,110-metres-hurdles,heats,0.134,13.81,13.81,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Maurice Wignall,,JAM,M,110-metres-hurdles,semi-final,0.162,13.17,13.17 Q NR,1.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Xiang Liu,,CHN,M,110-metres-hurdles,semi-final,0.151,13.18,13.18 Q,2.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Stanislavs Olijars,,LAT,M,110-metres-hurdles,semi-final,0.151,13.2,13.20 Q SB,3.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Charles Allen,,CAN,M,110-metres-hurdles,semi-final,0.15,13.23,13.23 Q PB,4.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Yoel Hernández,,CUB,M,110-metres-hurdles,semi-final,0.174,13.37,13.37,5.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Robert Kronberg,,SWE,M,110-metres-hurdles,semi-final,0.124,13.42,13.42,6.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Chris Pinnock,,JAM,M,110-metres-hurdles,semi-final,0.196,13.57,13.57,7.0
28th Olympic Games,OLY,2004,Athína (Olympic Stadium),2004-08-20,2004-08-29,Duane Ross,,USA,M,110-metres-hurdles,semi-final,0.157,,DQ,
