name,type,year,venue,date_from,date_to,athlete,bib,country,sex,discipline,round,reaction_time,time,time_string,pos
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Natacha NGOYE AKAMABI,1452.0,CGO,F,100-metres,preliminary-round,0.124,11.47,11.47 Q SB,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Maggie BARRIE,3461.0,SLE,F,100-metres,preliminary-round,0.142,11.53,11.53 Q SB,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Amya CLARKE,3459.0,SKN,F,100-metres,preliminary-round,0.155,11.67,11.67 Q,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Djénébou DANTÉ,2954.0,MLI,F,100-metres,preliminary-round,0.169,12.12,12.12 SB,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Hadel ABOUD,2845.0,LBA,F,100-metres,preliminary-round,0.126,12.7,12.70 PB,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Bashair Obaid AL MANWARI,3288.0,QAT,F,100-metres,preliminary-round,0.142,13.12,13.12 PB,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Kimia YOUSOFI,1001.0,AFG,F,100-metres,preliminary-round,0.157,13.29,13.29 NR,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Alba Rosana MBO NCHAMA,2094.0,GEQ,F,100-metres,preliminary-round,0.148,13.36,13.36 PB,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Amed ELNA,1560.0,COM,F,100-metres,preliminary-round,0.161,14.3,14.30 PB,9.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Fasihi FARZANEH,2316.0,IRI,F,100-metres,preliminary-round,0.142,11.76,11.76 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Azreen NABILA ALIAS,2905.0,MAS,F,100-metres,preliminary-round,0.168,11.77,11.77 Q PB,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Mudhawi ALSHAMMARI,2828.0,KUW,F,100-metres,preliminary-round,0.167,11.82,11.82 Q,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Regine TUGADE-WATSON,2248.0,GUM,F,100-metres,preliminary-round,0.135,12.17,12.17 SB,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Charlotte AFRIAT,2959.0,MON,F,100-metres,preliminary-round,0.131,12.35,12.35,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Silina PHA APHAY,2830.0,LAO,F,100-metres,preliminary-round,0.17,12.41,12.41 SB,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Hsi-En HSIEH,3601.0,TPE,F,100-metres,preliminary-round,0.171,12.49,12.49 PB,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Sarswati CHAUDHARY,3040.0,NEP,F,100-metres,preliminary-round,0.158,12.91,12.91 SB,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Yasmeen ALDABBAGH,2826.0,KSA,F,100-metres,preliminary-round,0.153,13.34,13.34,9.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Joella LLOYD,1023.0,ANT,F,100-metres,preliminary-round,0.179,11.55,11.55 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Asimenye SIMWAKA,2907.0,MAW,F,100-metres,preliminary-round,0.164,11.76,11.76 Q NR,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Alvin TEHUPEIORY,2286.0,INA,F,100-metres,preliminary-round,0.194,11.89,11.89 Q SB,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Carla SCICLUNA,2956.0,MLT,F,100-metres,preliminary-round,0.152,12.11,12.11 q,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Hanna BARAKAT,3149.0,PLE,F,100-metres,preliminary-round,0.164,12.16,12.16 NR,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Mazoon AL ALAWI,3116.0,OMA,F,100-metres,preliminary-round,0.191,12.35,12.35,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Aissata Denn CONTE,2247.0,GUI,F,100-metres,preliminary-round,0.157,12.43,12.43 PB,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Matie STANLEY,3685.0,TUV,F,100-metres,preliminary-round,0.159,14.52,14.52 PB,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Houleye BA,2972.0,MTN,F,100-metres,preliminary-round,0.147,15.26,15.26 PB,9.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Teahna DANIELS,3842.0,USA,F,100-metres,heats,0.136,11.04,11.04 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Dina ASHER-SMITH,1995.0,GBR,F,100-metres,heats,0.103,11.07,11.07 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Murielle AHOURÉ,1521.0,CIV,F,100-metres,heats,0.132,11.16,11.16 Q SB,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Manqi GE,1471.0,CHN,F,100-metres,heats,0.149,11.2,11.20 q,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Salomé KORA,3508.0,SUI,F,100-metres,heats,0.146,11.25,11.25,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Marije VAN HUNENSTIJN,3007.0,NED,F,100-metres,heats,0.158,11.27,11.27 SB,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Joella LLOYD,1023.0,ANT,F,100-metres,heats,0.173,11.54,11.54,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Asimenye SIMWAKA,2907.0,MAW,F,100-metres,heats,0.161,11.68,11.68 NR,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Elaine THOMPSON-HERAH,2521.0,JAM,F,100-metres,heats,0.158,10.82,10.82 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Mujinga KAMBUNDJI,3506.0,SUI,F,100-metres,heats,0.111,10.95,10.95 Q =NR,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Tatjana PINTO,2130.0,GER,F,100-metres,heats,0.164,11.16,11.16 Q,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Khamica BINGHAM,1383.0,CAN,F,100-metres,heats,0.156,11.21,11.21 q,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Rosângela SANTOS,1300.0,BRA,F,100-metres,heats,0.18,11.33,11.33 SB,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Kelly-Ann BAPTISTE,3616.0,TTO,F,100-metres,heats,0.15,11.48,11.48,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Vittoria FONTANA,2394.0,ITA,F,100-metres,heats,0.149,11.53,11.53,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Alvin TEHUPEIORY,2286.0,INA,F,100-metres,heats,0.189,11.92,11.92,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Alexandra BURGHARDT,2097.0,GER,F,100-metres,heats,0.133,11.08,11.08 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Javianne OLIVER,3878.0,USA,F,100-metres,heats,0.15,11.15,11.15 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Anna BONGIORNI,2383.0,ITA,F,100-metres,heats,0.147,11.35,11.35 Q,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Roda NJOBVU,4018.0,ZAM,F,100-metres,heats,0.13,11.4,11.40,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Xiaojing LIANG,1478.0,CHN,F,100-metres,heats,0.159,11.4,11.40,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Tristan EVELYN,1150.0,BAR,F,100-metres,heats,0.125,11.42,11.42,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Maggie BARRIE,3461.0,SLE,F,100-metres,heats,0.148,11.45,11.45 SB,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Fasihi FARZANEH,2316.0,IRI,F,100-metres,heats,0.143,11.79,11.79,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Marie-Josée TA LOU,1522.0,CIV,F,100-metres,heats,0.161,10.78,10.78 Q =AR,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Daryll NEITA,2016.0,GBR,F,100-metres,heats,0.107,10.96,10.96 Q PB,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Crystal EMMANUEL,1393.0,CAN,F,100-metres,heats,0.148,11.18,11.18 Q,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Lorène Dorcas BAZOLO,3224.0,POR,F,100-metres,heats,0.134,11.31,11.31,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Maja MIHALINEC ZIDAR,3464.0,SLO,F,100-metres,heats,0.13,11.54,11.54 SB,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Ángela Gabriela TENORIO,1702.0,ECU,F,100-metres,heats,0.137,11.59,11.59,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Amya CLARKE,3459.0,SKN,F,100-metres,heats,0.153,11.71,11.71,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Shelly-Ann FRASER-PRYCE,2480.0,JAM,F,100-metres,heats,0.128,10.84,10.84 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Ajla DEL PONTE,3499.0,SUI,F,100-metres,heats,0.131,10.91,10.91 Q NR,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Nzubechi Grace NWOKOCHA,3048.0,NGR,F,100-metres,heats,0.161,11.0,11.00 Q PB,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Gina BASS,1993.0,GAM,F,100-metres,heats,0.134,11.12,11.12 q NR,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Rafalia SPANOUDAKI-CHATZIRIGA,2216.0,GRE,F,100-metres,heats,0.133,11.45,11.45,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Inna EFTIMOVA,1367.0,BUL,F,100-metres,heats,0.145,11.46,11.46,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Dutee CHAND,2288.0,IND,F,100-metres,heats,0.148,11.54,11.54,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Carla SCICLUNA,2956.0,MLT,F,100-metres,heats,0.178,12.16,12.16,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Asha PHILIP,2019.0,GBR,F,100-metres,heats,0.11,11.31,11.31 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,TyNia GAITHER,1130.0,BAH,F,100-metres,heats,0.141,11.34,11.34 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Krystsina TSIMANOUSKAYA,1244.0,BLR,F,100-metres,heats,0.149,11.47,11.47,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Maria Isabel PÉREZ,1773.0,ESP,F,100-metres,heats,0.151,11.51,11.51,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Natacha NGOYE AKAMABI,1452.0,CGO,F,100-metres,heats,0.137,11.52,11.52,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Azreen NABILA ALIAS,2905.0,MAS,F,100-metres,heats,0.173,11.91,11.91,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Blessing OKAGBARE,3050.0,NGR,F,100-metres,heats,0.147,,DQ,
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Michelle-Lee AHYE,3615.0,TTO,F,100-metres,heats,0.123,11.06,11.06 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Shericka JACKSON,2491.0,JAM,F,100-metres,heats,0.17,11.07,11.07 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Jenna PRANDINI,3882.0,USA,F,100-metres,heats,0.148,11.11,11.11 Q =SB,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Diana VAISMAN,2367.0,ISR,F,100-metres,heats,0.132,11.27,11.27 SB,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Hana BASIC,1041.0,AUS,F,100-metres,heats,0.147,11.32,11.32,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Yongli WEI,1487.0,CHN,F,100-metres,heats,0.174,11.48,11.48 SB,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Jasmine ABRAMS,2250.0,GUY,F,100-metres,heats,0.148,11.49,11.49,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Mudhawi ALSHAMMARI,2828.0,KUW,F,100-metres,heats,0.167,11.81,11.81,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Elaine THOMPSON-HERAH,2521.0,JAM,F,100-metres,semi-final,0.157,10.76,10.76 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Ajla DEL PONTE,3499.0,SUI,F,100-metres,semi-final,0.109,11.01,11.01 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Dina ASHER-SMITH,1995.0,GBR,F,100-metres,semi-final,0.148,11.05,11.05,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Jenna PRANDINI,3882.0,USA,F,100-metres,semi-final,0.149,11.11,11.11 =SB,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Khamica BINGHAM,1383.0,CAN,F,100-metres,semi-final,0.15,11.22,11.22,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,TyNia GAITHER,1130.0,BAH,F,100-metres,semi-final,0.13,11.31,11.31,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Tatjana PINTO,2130.0,GER,F,100-metres,semi-final,0.163,11.35,11.35,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Marie-Josée TA LOU,1522.0,CIV,F,100-metres,semi-final,0.147,10.79,10.79 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Shericka JACKSON,2491.0,JAM,F,100-metres,semi-final,0.147,10.79,10.79 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Michelle-Lee AHYE,3615.0,TTO,F,100-metres,semi-final,0.132,11.0,11.00 SB,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Alexandra BURGHARDT,2097.0,GER,F,100-metres,semi-final,0.151,11.07,11.07,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Javianne OLIVER,3878.0,USA,F,100-metres,semi-final,0.166,11.08,11.08,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Crystal EMMANUEL,1393.0,CAN,F,100-metres,semi-final,0.149,11.21,11.21,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Manqi GE,1471.0,CHN,F,100-metres,semi-final,0.145,11.22,11.22,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Asha PHILIP,2019.0,GBR,F,100-metres,semi-final,0.134,11.3,11.30,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Shelly-Ann FRASER-PRYCE,2480.0,JAM,F,100-metres,semi-final,0.136,10.73,10.73 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Mujinga KAMBUNDJI,3506.0,SUI,F,100-metres,semi-final,0.128,10.96,10.96 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Teahna DANIELS,3842.0,USA,F,100-metres,semi-final,0.144,10.98,10.98 q PB,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Daryll NEITA,2016.0,GBR,F,100-metres,semi-final,0.135,11.0,11.00 q,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Nzubechi Grace NWOKOCHA,3048.0,NGR,F,100-metres,semi-final,0.142,11.07,11.07,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Gina BASS,1993.0,GAM,F,100-metres,semi-final,0.14,11.16,11.16,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Murielle AHOURÉ,1521.0,CIV,F,100-metres,semi-final,0.124,11.28,11.28,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Anna BONGIORNI,2383.0,ITA,F,100-metres,semi-final,0.159,11.38,11.38,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Elaine THOMPSON-HERAH,2521.0,JAM,F,100-metres,final,0.15,10.61,10.61 OR,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Shelly-Ann FRASER-PRYCE,2480.0,JAM,F,100-metres,final,0.139,10.74,10.74,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Shericka JACKSON,2491.0,JAM,F,100-metres,final,0.152,10.76,10.76 PB,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Marie-Josée TA LOU,1522.0,CIV,F,100-metres,final,0.158,10.91,10.91,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Ajla DEL PONTE,3499.0,SUI,F,100-metres,final,0.129,10.97,10.97,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Mujinga KAMBUNDJI,3506.0,SUI,F,100-metres,final,0.138,10.99,10.99,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Teahna DANIELS,3842.0,USA,F,100-metres,final,0.144,11.02,11.02,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Daryll NEITA,2016.0,GBR,F,100-metres,final,0.108,11.12,11.12,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Ngoni MAKUSHA,4020.0,ZIM,M,100-metres,preliminary-round,0.15,10.32,10.32 Q,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Kokoutse Fabrice DABLA,3600.0,TOG,M,100-metres,preliminary-round,0.168,10.57,10.57 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Yeykell Eliu ROMERO,2986.0,NCA,M,100-metres,preliminary-round,0.149,10.62,10.62 Q,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Hassan SAAID,2922.0,MDV,M,100-metres,preliminary-round,0.159,10.7,10.70 SB,4.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Shaun GILL,1227.0,BIZ,M,100-metres,preliminary-round,0.143,10.88,10.88,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Sokong PEN,1382.0,CAM,M,100-metres,preliminary-round,0.139,11.02,11.02 SB,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Sha Mahmood NOOR ZAHI,1002.0,AFG,M,100-metres,preliminary-round,0.198,11.04,11.04 PB,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Lataisi MWEA,2810.0,KIR,M,100-metres,preliminary-round,0.146,11.25,11.25,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Nathan CRUMPTON,1039.0,ASA,M,100-metres,preliminary-round,0.15,11.27,11.27 PB,9.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Barakat AL HARTHI,3117.0,OMA,M,100-metres,preliminary-round,0.134,10.27,10.27 Q SB,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Emanuel ARCHIBALD,2251.0,GUY,M,100-metres,preliminary-round,0.152,10.3,10.30 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Mohamed ALHAMMADI,3697.0,UAE,M,100-metres,preliminary-round,0.145,10.59,10.59 Q PB,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Ratu Banuve TABAKAUCORO,1887.0,FIJ,M,100-metres,preliminary-round,0.128,10.59,10.59 Q SB,3.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Artur Bruno ROJAS DA SILVA,1265.0,BOL,M,100-metres,preliminary-round,0.142,10.64,10.64,5.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Didier KIKI,1215.0,BEN,M,100-metres,preliminary-round,0.136,10.69,10.69 PB,6.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Saguirou BADAMASSI,3072.0,NIG,M,100-metres,preliminary-round,0.127,10.87,10.87 PB,7.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Ronald Lawrence FOTOFILI,3593.0,TGA,M,100-metres,preliminary-round,0.143,11.19,11.19 SB,8.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Dorian KELETELA,1732.0,ART,M,100-metres,preliminary-round,0.16,10.33,10.33 Q PB,1.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Guy MAGANGA GORRA,1992.0,GAB,M,100-metres,preliminary-round,0.137,10.61,10.61 Q,2.0
The XXXII Olympic Games (Athletics),OLY,2021,"Olympic Stadium, Tokyo",2021-07-30,2021-08-08,Oliver MWIMBA,1533.0,COD,M,100-metres,preliminary-round,0.135,10.63,10.63 Q,3.0
